VST-NCA,N/A,Quito,443,4,False,4,6,10,N/A,55,1.3049028252070198,0.13054246257162802,0.002539271399918593,1.25,1.5,0,8.034114266608398,1.0,4.0,1.518932418760347
VST-CA,mixed,Quito,443,4,False,4,6,10,N/A,55,1.1630818014806965,0.13189427242518575,0.0024517394422996735,0.75,0.75,4,15.282632080279456,1.0,4.0,1.4526640012623733
VST-CA,pure,Quito,443,4,False,4,6,10,N/A,55,1.1276533175631493,0.12861508413929693,0.0024517394422996735,0.75,0.75,4,20.895814113958693,1.0,4.0,1.4185714872924216
VST-NCA,N/A,Quito,513,4,False,5,6,10,N/A,49,1.563366048825907,0.1164785414258146,0.003668719055870905,1.0,1.25,0,6.448123379799313,1.0,4.0,1.4078813535548258
VST-CA,mixed,Quito,513,4,False,5,6,10,N/A,49,1.563366048825907,0.1164785414258146,0.003668719055870905,1.0,1.25,2,11.983956189102457,1.0,4.0,1.4078813535548258
VST-CA,pure,Quito,513,4,False,5,6,10,N/A,49,1.563366048825907,0.1164785414258146,0.003668719055870905,1.0,1.25,2,12.549532596651488,1.0,4.0,1.4078813535548258
VST-NCA,N/A,Quito,508,4,False,6,6,10,N/A,60,1.31171240783101,0.12197619854387101,0.003239963285032458,0.75,1.0,0,10.837890126165945,1.0,4.0,1.4934187637995489
VST-CA,mixed,Quito,508,4,False,6,6,10,N/A,60,1.31171240783101,0.12197619854387101,0.003239963285032458,0.75,1.0,2,17.962089820550744,1.0,4.0,1.4934187637995489
VST-CA,pure,Quito,508,4,False,6,6,10,N/A,60,1.31171240783101,0.12197619854387101,0.003239963285032458,0.75,1.0,2,18.410932434251492,1.0,4.0,1.4934187637995489
VST-NCA,N/A,Quito,637,4,False,7,5,10,N/A,58,1.4589529241275148,0.07867291175539096,0.003665023612038445,1.25,1.75,0,9.81699128905899,1.0,4.0,1.115731726221584
VST-CA,mixed,Quito,637,4,False,7,5,10,N/A,58,1.4589529241275148,0.07867291175539096,0.003665023612038445,1.25,1.75,2,16.157854472375618,1.0,4.0,1.115731726221584
VST-CA,pure,Quito,637,4,False,7,5,10,N/A,58,1.4589529241275148,0.07867291175539096,0.003665023612038445,1.25,1.75,2,16.605120061138848,1.0,4.0,1.115731726221584
VST-NCA,N/A,Quito,557,2,False,8,3,10,N/A,44,0.7426513896369723,0.10256379475677664,0.008668509100691885,0.5,2.0,0,3.7054413478963966,1.0,4.0,0.8444955411128183
VST-CA,mixed,Quito,557,2,False,8,3,10,N/A,44,0.6435148263780006,0.10352132358370207,0.008668509100691885,0.5,1.5,3,3.8057121066960917,1.0,4.0,0.8638753948018054
VST-CA,pure,Quito,557,2,False,8,3,10,N/A,44,0.6435148263780006,0.10352132358370207,0.008668509100691885,0.5,1.5,3,4.050342820352228,1.0,4.0,0.8638753948018054
VST-NCA,N/A,Quito,77,1,False,9,1,10,N/A,2,0.7471931019164291,0.2999416125682519,0.05310191300476501,2.0,2.0,0,0.052592103980202864,1.0,4.0,1.0274310299352272
VST-CA,mixed,Quito,77,1,False,9,1,10,N/A,2,0.7471931019164291,0.2999416125682519,0.05310191300476501,2.0,2.0,2,0.10346625739020965,1.0,4.0,1.0274310299352272
VST-CA,pure,Quito,77,1,False,9,1,10,N/A,2,0.7471931019164291,0.2999416125682519,0.05310191300476501,2.0,2.0,2,0.10004061974115075,1.0,4.0,1.0274310299352272
VST-NCA,N/A,Quito,486,2,False,10,3,10,N/A,15,0.9782347963831638,0.12902831945758075,0.0048039908823112615,1.0,1.5,0,4.298133899878053,1.0,4.0,1.0213446386703313
VST-CA,mixed,Quito,486,2,False,10,3,10,N/A,15,0.9782347963831638,0.12902831945758075,0.0048039908823112615,1.0,1.5,2,4.558656445808197,1.0,4.0,1.0213446386703313
VST-CA,pure,Quito,486,2,False,10,3,10,N/A,15,0.9782347963831638,0.12902831945758075,0.0048039908823112615,1.0,1.5,2,6.150311595653193,1.0,4.0,1.0213446386703313
VST-NCA,N/A,Quito,526,4,False,11,6,10,N/A,44,3.402220824437998,0.14126008021023337,0.005810469967269962,1.0,2.75,0,11.828035990117087,1.0,4.0,1.6366312741233362
VST-CA,mixed,Quito,526,4,False,11,6,10,N/A,44,2.860612176103521,0.1409534843065159,0.005810469967269962,1.0,2.5,3,29.238320640157667,1.0,4.0,1.6209199138797212
VST-CA,pure,Quito,526,4,False,11,6,10,N/A,44,2.860612176103521,0.1409534843065159,0.005810469967269962,1.0,2.5,3,38.20768332865555,1.0,4.0,1.6209199138797212
VST-NCA,N/A,Quito,290,1,False,12,1,10,N/A,1,5.440241845128672,0.2505352651409208,0.014025699582235247,3.0,3.0,0,0.7156914178657985,1.0,4.0,0.8298729479756228
VST-CA,mixed,Quito,290,1,False,12,1,10,N/A,1,5.440241845128672,0.2505352651409208,0.014025699582235247,3.0,3.0,2,2.619015644324236,1.0,4.0,0.8298729479756228
VST-CA,pure,Quito,290,1,False,12,1,10,N/A,1,5.440241845128672,0.2505352651409208,0.014025699582235247,3.0,3.0,2,2.80202277626654,1.0,4.0,0.8298729479756228
VST-NCA,N/A,Quito,634,5,False,13,7,10,N/A,114,1.13592491182561,0.07792960705742699,0.0015444482002159232,0.4,1.0,0,8.914775914427764,1.0,4.0,1.344652941556654
VST-CA,mixed,Quito,634,5,False,13,7,10,N/A,114,1.093468600626683,0.07700050200307143,0.0015444482002159232,0.4,0.8,3,19.942312862010112,1.0,4.0,1.3028272501748792
VST-CA,pure,Quito,634,5,False,13,7,10,N/A,114,1.093468600626683,0.07700050200307143,0.0015444482002159232,0.4,0.8,3,21.184170459224106,1.0,4.0,1.3028272501748792
VST-NCA,N/A,Quito,373,3,False,14,4,10,N/A,20,0.8926698919918319,0.1414330606195031,0.004719228950496646,0.6666666666666666,1.3333333333333333,0,4.051517990124182,1.0,4.0,1.2855816868536678
VST-CA,mixed,Quito,373,3,False,14,4,10,N/A,20,0.8926698919918319,0.1414330606195031,0.004719228950496646,0.6666666666666666,1.3333333333333333,2,5.147635587630248,1.0,4.0,1.2855816868536678
VST-CA,pure,Quito,373,3,False,14,4,10,N/A,20,0.825311157338688,0.1377363825756751,0.004719228950496646,0.6666666666666666,1.0,3,6.463330716143048,1.0,4.0,1.2553923354444465
VST-NCA,N/A,Quito,262,1,False,15,1,10,N/A,1,1.5514287429274671,0.2135213360170226,0.013969828074255532,1.0,3.0,0,1.0302721680560012,1.0,4.0,0.8346913915249395
VST-CA,mixed,Quito,262,1,False,15,1,10,N/A,1,1.5514287429274671,0.2135213360170226,0.013969828074255532,1.0,3.0,2,2.4033942945250715,1.0,4.0,0.8346913915249395
VST-CA,pure,Quito,262,1,False,15,1,10,N/A,1,1.5514287429274671,0.2135213360170226,0.013969828074255532,1.0,3.0,2,2.2692074334520953,1.0,4.0,0.8346913915249395
VST-NCA,N/A,Quito,600,4,False,16,5,10,N/A,42,1.0014408324429673,0.06587632133397162,0.0012122580219520761,0.5,1.0,0,6.829345769526924,1.0,4.0,1.1665376306758513
VST-CA,mixed,Quito,600,4,False,16,5,10,N/A,42,0.9709565380839349,0.06584457494299871,0.0015517422330846753,0.75,0.75,3,11.11378975079856,1.0,4.0,1.1666982094247207
VST-CA,pure,Quito,600,4,False,16,5,10,N/A,42,0.9709565380839349,0.06584457494299871,0.0015517422330846753,0.75,0.75,3,15.472443512308928,1.0,4.0,1.1666982094247207
VST-NCA,N/A,Quito,691,4,False,17,6,10,N/A,29,1.8430575244749217,0.10465548637842624,0.005731140851475688,1.5,1.5,0,5.343963941985976,1.0,4.0,1.3074946220694819
VST-CA,mixed,Quito,691,4,False,17,6,10,N/A,29,1.8225776406475724,0.10438356631721282,0.005731140851475688,1.5,1.5,3,9.535728200640165,1.0,4.0,1.325030534496665
VST-CA,pure,Quito,691,4,False,17,6,10,N/A,29,1.8225776406475724,0.10438356631721282,0.005731140851475688,1.5,1.5,3,9.745947006435586,1.0,4.0,1.325030534496665
VST-NCA,N/A,Quito,470,4,False,18,6,10,N/A,21,4.60553114585247,0.16289656389352822,0.004872859482741439,0.75,2.25,0,5.469985800854261,1.0,4.0,1.8030287200154937
VST-CA,mixed,Quito,470,4,False,18,6,10,N/A,21,3.4486539214015393,0.16303566163228492,0.004872859482741439,0.75,2.0,3,11.753253822854504,1.0,4.0,1.8190896222793504
VST-CA,pure,Quito,470,4,False,18,6,10,N/A,21,3.4486539214015393,0.16303566163228492,0.004872859482741439,0.75,2.0,3,14.74525698400987,1.0,4.0,1.8190896222793504
VST-NCA,N/A,Quito,214,2,False,19,3,10,N/A,4,7.53327182269433,0.2834422175773013,0.024400390692272195,2.5,3.5,0,4.632300155018129,1.0,4.0,1.468382072813856
VST-CA,mixed,Quito,214,2,False,19,3,10,N/A,4,7.53327182269433,0.2834422175773013,0.024400390692272195,2.5,3.5,2,3.88597024140131,1.0,4.0,1.468382072813856
VST-CA,pure,Quito,214,2,False,19,3,10,N/A,4,7.53327182269433,0.2834422175773013,0.024400390692272195,2.5,3.5,2,4.11167073456204,1.0,4.0,1.468382072813856
VST-NCA,N/A,Quito,175,4,False,20,6,10,N/A,30,6.277768671778258,0.39188496262664996,0.054683962094379965,2.0,2.0,0,4.398752827887961,1.0,4.0,2.176999970295079
VST-CA,mixed,Quito,175,4,False,20,6,10,N/A,30,6.277768671778258,0.39188496262664996,0.054683962094379965,2.0,2.0,2,5.753921739298676,1.0,4.0,2.176999970295079
VST-CA,pure,Quito,175,4,False,20,6,10,N/A,30,6.277768671778258,0.39188496262664996,0.054683962094379965,2.0,2.0,2,6.09132020474874,1.0,4.0,2.176999970295079
VST-NCA,N/A,Quito,303,2,False,21,3,10,N/A,18,1.4647284343944074,0.2261119864767516,0.011738288701059413,1.5,2.0,0,5.192423095855929,1.0,4.0,1.2879778859414612
VST-CA,mixed,Quito,303,2,False,21,3,10,N/A,18,1.0315813673024854,0.22467487645505962,0.011738288701059413,1.5,1.5,3,7.695062194784555,1.0,4.0,1.2230463963476519
VST-CA,pure,Quito,303,2,False,21,3,10,N/A,18,1.0315813673024854,0.22467487645505962,0.011738288701059413,1.5,1.5,3,9.862483425448204,1.0,4.0,1.2230463963476519
VST-NCA,N/A,Quito,195,2,False,22,3,10,N/A,7,12.226561081022497,0.33357822172183016,0.01885975576573434,1.5,3.5,0,4.748578012995949,1.0,4.0,1.5578685973609956
VST-CA,mixed,Quito,195,2,False,22,3,10,N/A,7,12.226561081022497,0.33357822172183016,0.01885975576573434,1.5,3.5,2,3.893622069032972,1.0,4.0,1.5578685973609956
VST-CA,pure,Quito,195,2,False,22,3,10,N/A,7,12.226561081022497,0.33357822172183016,0.01885975576573434,1.5,3.5,2,4.248789006695347,1.0,4.0,1.5578685973609956
VST-NCA,N/A,Quito,500,5,False,23,7,10,N/A,52,1.439106350274025,0.10624823311690623,0.0038795418688551174,0.8,1.2,0,5.519710048471211,1.0,4.0,1.4466714904564764
VST-CA,mixed,Quito,500,5,False,23,7,10,N/A,52,1.2951987351384722,0.10380153539583642,0.003521044182388428,0.6,1.0,4,13.805513547611326,1.0,4.0,1.4387909110681931
VST-CA,pure,Quito,500,5,False,23,7,10,N/A,52,1.2951987351384722,0.10380153539583642,0.003521044182388428,0.6,1.0,4,16.26317368472371,1.0,4.0,1.4387909110681931
VST-NCA,N/A,Quito,471,3,False,24,4,10,N/A,36,0.8394186410038259,0.10606337340508282,0.003607180177545742,1.0,1.6666666666666667,0,4.017741234484788,1.0,4.0,1.1693845815958375
VST-CA,mixed,Quito,471,3,False,24,4,10,N/A,36,0.8394186410038259,0.10606337340508282,0.003607180177545742,1.0,1.6666666666666667,2,5.420238657756386,1.0,4.0,1.1693845815958375
VST-CA,pure,Quito,471,3,False,24,4,10,N/A,36,0.8394186410038259,0.10606337340508282,0.003607180177545742,1.0,1.6666666666666667,2,7.26964521083778,1.0,4.0,1.1693845815958375
VST-NCA,N/A,Quito,282,2,False,25,2,10,N/A,2,3.126846115194359,0.2720560654876464,0.010776971365855446,1.5,2.5,0,5.435787057816242,1.0,4.0,1.427890341168933
VST-CA,mixed,Quito,282,2,False,25,2,10,N/A,2,3.126846115194359,0.2720560654876464,0.010776971365855446,1.5,2.5,2,6.587745154349136,1.0,4.0,1.427890341168933
VST-CA,pure,Quito,282,2,False,25,2,10,N/A,2,3.126846115194359,0.2720560654876464,0.010776971365855446,1.5,2.5,2,7.557099947853544,1.0,4.0,1.427890341168933
VST-NCA,N/A,Quito,536,2,False,26,3,10,N/A,9,1.7168681438868423,0.13857662109622654,0.0028828034937258954,0.5,2.0,0,3.5465909220997673,1.0,4.0,1.0701531116387424
VST-CA,mixed,Quito,536,2,False,26,3,10,N/A,9,1.7168681438868423,0.13857662109622654,0.0028828034937258954,0.5,2.0,2,5.148059943527187,1.0,4.0,1.0701531116387424
VST-CA,pure,Quito,536,2,False,26,3,10,N/A,9,1.7168681438868423,0.13857662109622654,0.0028828034937258954,0.5,2.0,2,5.251969110048776,1.0,4.0,1.0701531116387424
VST-NCA,N/A,Quito,210,2,False,27,3,10,N/A,7,6.422367354939976,0.45187864687000423,0.053847850210978494,1.5,2.5,0,4.407591273032153,1.0,4.0,1.8001729948779532
VST-CA,mixed,Quito,210,2,False,27,3,10,N/A,7,6.422367354939976,0.45187864687000423,0.053847850210978494,1.5,2.5,2,5.213182981078489,1.0,4.0,1.8001729948779532
VST-CA,pure,Quito,210,2,False,27,3,10,N/A,7,6.422367354939976,0.45187864687000423,0.053847850210978494,1.5,2.5,2,5.734986387057575,1.0,4.0,1.8001729948779532
VST-NCA,N/A,Quito,673,3,False,28,4,10,N/A,23,0.9418480467131164,0.06169320707644899,0.0013581885660807714,1.3333333333333333,1.3333333333333333,0,4.900377025411217,1.0,4.0,0.9767840304504475
VST-CA,mixed,Quito,673,3,False,28,4,10,N/A,23,0.7923625510955253,0.06090922583866277,0.0010186414245605786,1.0,1.0,3,6.624471084783977,1.0,4.0,0.9684645247351396
VST-CA,pure,Quito,673,3,False,28,4,10,N/A,23,0.7923625510955253,0.06090922583866277,0.0010186414245605786,1.0,1.0,3,8.664081845817918,1.0,4.0,0.9684645247351396
VST-NCA,N/A,Quito,525,4,False,29,5,10,N/A,58,0.9027811786413338,0.07820307412020888,0.002708122993509319,0.5,1.25,0,7.0365356610932395,1.0,4.0,1.2106776233737222
VST-CA,mixed,Quito,525,4,False,29,5,10,N/A,58,0.9027811786413338,0.07820307412020888,0.002708122993509319,0.5,1.25,2,10.529086142668007,1.0,4.0,1.2106776233737222
VST-CA,pure,Quito,525,4,False,29,5,10,N/A,58,0.9027811786413338,0.07820307412020888,0.002708122993509319,0.5,1.25,2,12.99538063934449,1.0,4.0,1.2106776233737222
VST-NCA,N/A,Quito,669,5,False,30,7,10,N/A,197,0.8997291249200596,0.057326046547024785,0.0009003501551410362,0.2,0.8,0,7.135504140726653,1.0,4.0,1.1018939129533878
VST-CA,mixed,Quito,669,5,False,30,7,10,N/A,197,0.8823813753012876,0.05671288529287123,0.0009003501551410362,0.2,0.6,3,15.171187537279252,1.0,4.0,1.0791393919604526
VST-CA,pure,Quito,669,5,False,30,7,10,N/A,197,0.881473885464682,0.05668281094459231,0.0009003501551410362,0.2,0.6,4,23.761102235822705,1.0,4.0,1.077193907528478
VST-NCA,N/A,Quito,504,4,False,31,5,10,N/A,17,1.1595828049684738,0.07569885040775261,0.0014198471140359087,0.25,1.25,0,8.595003021808793,1.0,4.0,1.33215382065393
VST-CA,mixed,Quito,504,4,False,31,5,10,N/A,17,1.1595828049684738,0.07569885040775261,0.0014198471140359087,0.25,1.25,2,13.997265963775476,1.0,4.0,1.33215382065393
VST-CA,pure,Quito,504,4,False,31,5,10,N/A,17,1.1595828049684738,0.07569885040775261,0.0014198471140359087,0.25,1.25,2,13.926423003484388,1.0,4.0,1.33215382065393
VST-NCA,N/A,Quito,130,1,False,32,1,10,N/A,1,0.5261136487693676,0.16744970258987496,0.019396663928775627,1.0,3.0,0,0.06001458205275867,1.0,4.0,0.753749611787404
VST-CA,mixed,Quito,130,1,False,32,1,10,N/A,1,0.5261136487693676,0.16744970258987496,0.019396663928775627,1.0,3.0,2,0.6720427624424019,1.0,4.0,0.753749611787404
VST-CA,pure,Quito,130,1,False,32,1,10,N/A,1,0.5261136487693676,0.16744970258987496,0.019396663928775627,1.0,3.0,2,0.6281572572162304,1.0,4.0,0.753749611787404
VST-NCA,N/A,Quito,519,3,False,33,4,10,N/A,35,0.6490141253087812,0.09530771609282444,0.0027199082154930614,0.6666666666666666,1.0,0,5.185692613957372,1.0,4.0,1.039163057315036
VST-CA,mixed,Quito,519,3,False,33,4,10,N/A,35,0.6490141253087812,0.09530771609282444,0.0027199082154930614,0.6666666666666666,1.0,2,6.793123934422738,1.0,4.0,1.039163057315036
VST-CA,pure,Quito,519,3,False,33,4,10,N/A,35,0.6351889637381729,0.09465442994759041,0.00202767040864699,0.6666666666666666,1.0,3,9.913002698903483,1.0,4.0,1.0380653598617613
VST-NCA,N/A,Quito,518,5,False,34,8,10,N/A,86,1.3764215704689753,0.11997259107894102,0.0023647563694463823,0.4,1.2,0,11.60452122588731,1.0,4.0,1.6011722866310745
VST-CA,mixed,Quito,518,5,False,34,8,10,N/A,86,1.349289705585946,0.1203642841549269,0.0023647563694463823,0.4,0.8,3,23.58743251260921,1.0,4.0,1.556754012300689
VST-CA,pure,Quito,518,5,False,34,8,10,N/A,86,1.349289705585946,0.1203642841549269,0.0023647563694463823,0.4,0.8,3,27.554592497940348,1.0,4.0,1.556754012300689
VST-NCA,N/A,Quito,671,4,False,35,6,10,N/A,217,0.6738284293664387,0.05211408260357132,0.0010378908760745955,0.25,1.0,0,4.309690986009855,1.0,4.0,0.8710212996815155
VST-CA,mixed,Quito,671,4,False,35,6,10,N/A,217,0.6506449317353388,0.05147127550819285,0.0010378908760745955,0.25,0.75,3,5.433109865544338,1.0,4.0,0.842650656369712
VST-CA,pure,Quito,671,4,False,35,6,10,N/A,217,0.6506449317353388,0.05147127550819285,0.0010378908760745955,0.25,0.75,3,6.106557936817353,1.0,4.0,0.842650656369712
VST-NCA,N/A,Quito,339,3,False,36,4,10,N/A,18,0.7522296268255841,0.13976689881970092,0.004457598279253372,0.3333333333333333,1.0,0,4.095924959666263,1.0,4.0,1.2885634661669958
VST-CA,mixed,Quito,339,3,False,36,4,10,N/A,18,0.7350893195339907,0.1388343359407047,0.004457598279253372,0.3333333333333333,1.0,3,5.486049743985177,1.0,4.0,1.2961627241963014
VST-CA,pure,Quito,339,3,False,36,4,10,N/A,18,0.7150844298730068,0.13447736175558864,0.004457598279253372,0.3333333333333333,1.0,4,7.128176007825459,1.0,4.0,1.2685040478117127
VST-NCA,N/A,Quito,368,3,False,37,4,10,N/A,28,1.1890097025737383,0.1652432046559463,0.006810527002334619,0.6666666666666666,1.6666666666666667,0,7.727616410691098,1.0,4.0,1.387653868996241
VST-CA,mixed,Quito,368,3,False,37,4,10,N/A,28,1.0440010173824104,0.17124491270335024,0.006810527002334619,0.6666666666666666,1.3333333333333333,3,13.017903081850136,1.0,4.0,1.438777896239884
VST-CA,pure,Quito,368,3,False,37,4,10,N/A,28,1.0148790630464928,0.17112139738753954,0.006810527002334619,0.6666666666666666,1.3333333333333333,4,22.52533562603935,1.0,4.0,1.408057629866285
VST-NCA,N/A,Quito,543,5,False,38,8,10,N/A,118,1.8071834279185457,0.09872560613126417,0.002677969768556462,0.4,1.0,0,24.27507736106668,1.0,4.0,1.5973615891825852
VST-CA,mixed,Quito,543,5,False,38,8,10,N/A,118,1.7289155874156437,0.0974489073631927,0.002677969768556462,0.4,1.0,3,30.287515133715488,1.0,4.0,1.6034013630398125
VST-CA,pure,Quito,543,5,False,38,8,10,N/A,118,1.7237376992490319,0.0974025080775841,0.002677969768556462,0.4,1.0,4,31.487952437401646,1.0,4.0,1.5982333146607801
VST-NCA,N/A,Quito,430,4,False,39,5,10,N/A,18,6.114665039029624,0.16817304035649044,0.005296523452404422,1.75,2.5,0,7.205132851028111,1.0,4.0,1.630343752480531
VST-CA,mixed,Quito,430,4,False,39,5,10,N/A,18,6.114665039029624,0.16817304035649044,0.005296523452404422,1.75,2.5,2,11.47299300385157,1.0,4.0,1.630343752480531
VST-CA,pure,Quito,430,4,False,39,5,10,N/A,18,6.114665039029624,0.16817304035649044,0.005296523452404422,1.75,2.5,2,12.361388192484583,1.0,4.0,1.630343752480531
VST-NCA,N/A,Quito,493,4,False,40,5,10,N/A,30,1.2586942706409938,0.10950840315802896,0.004011122225260952,1.5,1.5,0,7.015142597397471,1.0,4.0,1.3720499327361995
VST-CA,mixed,Quito,493,4,False,40,5,10,N/A,30,1.2586942706409938,0.10950840315802896,0.004011122225260952,1.5,1.5,2,9.585836539687534,1.0,4.0,1.3720499327361995
VST-CA,pure,Quito,493,4,False,40,5,10,N/A,30,1.2586942706409938,0.10950840315802896,0.004011122225260952,1.5,1.5,2,8.105096178783697,1.0,4.0,1.3720499327361995
VST-NCA,N/A,Quito,351,4,False,41,6,10,N/A,26,2.7320380824488946,0.1539020763144945,0.005182127675101927,2.0,2.0,0,7.3038376378813155,1.0,4.0,1.6454669397917712
VST-CA,mixed,Quito,351,4,False,41,6,10,N/A,26,2.7320380824488946,0.1539020763144945,0.005182127675101927,2.0,2.0,2,11.79653772958136,1.0,4.0,1.6454669397917712
VST-CA,pure,Quito,351,4,False,41,6,10,N/A,26,2.7320380824488946,0.1539020763144945,0.005182127675101927,2.0,2.0,2,11.9388974878525,1.0,4.0,1.6454669397917712
VST-NCA,N/A,Quito,487,4,False,42,5,10,N/A,60,0.8153735944568204,0.08776715182069796,0.0024264783794366988,0.5,1.0,0,10.664751341260626,1.0,4.0,1.1683996095099347
VST-CA,mixed,Quito,487,4,False,42,5,10,N/A,60,0.8153735944568204,0.08776715182069796,0.0024264783794366988,0.5,1.0,2,14.653249914832713,1.0,4.0,1.1683996095099347
VST-CA,pure,Quito,487,4,False,42,5,10,N/A,60,0.8153735944568204,0.08776715182069796,0.0024264783794366988,0.5,1.0,2,14.423999043126969,1.0,4.0,1.1683996095099347
VST-NCA,N/A,Quito,490,3,False,43,4,10,N/A,53,0.8166309436415385,0.10068902573589461,0.004202950545615202,1.0,1.0,0,4.864405461598608,1.0,4.0,1.017369380160718
VST-CA,mixed,Quito,490,3,False,43,4,10,N/A,53,0.6954599856207561,0.09633307807153217,0.0028019670304101343,0.6666666666666666,1.0,3,5.591038550858229,1.0,4.0,0.9953864128534338
VST-CA,pure,Quito,490,3,False,43,4,10,N/A,53,0.6954599856207561,0.09633307807153217,0.0028019670304101343,0.6666666666666666,1.0,3,6.228956783200829,1.0,4.0,0.9953864128534338
VST-NCA,N/A,Quito,333,1,False,44,1,10,N/A,1,3.4940682019840517,0.22698673840495184,0.015590206569348052,1.0,3.0,0,0.9433494746472206,1.0,4.0,0.7638090609834112
VST-CA,mixed,Quito,333,1,False,44,1,10,N/A,1,3.4940682019840517,0.22698673840495184,0.015590206569348052,1.0,3.0,2,3.6533758399780254,1.0,4.0,0.7638090609834112
VST-CA,pure,Quito,333,1,False,44,1,10,N/A,1,3.4940682019840517,0.22698673840495184,0.015590206569348052,1.0,3.0,2,3.9527338585874077,1.0,4.0,0.7638090609834112
VST-NCA,N/A,Quito,604,5,False,45,7,10,N/A,129,1.074059605539935,0.07588539828529543,0.002018866574636072,0.8,1.0,0,18.530920544391392,1.0,4.0,1.276318924533617
VST-CA,mixed,Quito,604,5,False,45,7,10,N/A,129,1.070545044047443,0.07561471231974928,0.002018866574636072,0.8,1.0,3,47.25421602517872,1.0,4.0,1.2745449949196894
VST-CA,pure,Quito,604,5,False,45,7,10,N/A,129,1.070545044047443,0.07561471231974928,0.002018866574636072,0.8,1.0,3,44.4255926475505,1.0,4.0,1.2745449949196894
VST-NCA,N/A,Quito,283,1,False,46,1,10,N/A,4,0.4544757366013673,0.14926680935202527,0.011203650145772275,1.0,2.0,0,0.18654132575102267,1.0,4.0,0.6856190575380672
VST-CA,mixed,Quito,283,1,False,46,1,10,N/A,4,0.4544757366013673,0.14926680935202527,0.011203650145772275,1.0,2.0,2,0.5199390032807969,1.0,4.0,0.6856190575380672
VST-CA,pure,Quito,283,1,False,46,1,10,N/A,4,0.4544757366013673,0.14926680935202527,0.011203650145772275,1.0,2.0,2,0.9159479262023069,1.0,4.0,0.6856190575380672
VST-NCA,N/A,Quito,470,2,False,47,3,10,N/A,16,1.1033293921324274,0.15870254950111728,0.006302179116182995,1.5,1.5,0,6.2705823465578305,1.0,4.0,1.1346066034724394
VST-CA,mixed,Quito,470,2,False,47,3,10,N/A,16,1.1033293921324274,0.15870254950111728,0.006302179116182995,1.5,1.5,2,6.27524118218048,1.0,4.0,1.1346066034724394
VST-CA,pure,Quito,470,2,False,47,3,10,N/A,16,1.1033293921324274,0.15870254950111728,0.006302179116182995,1.5,1.5,2,10.063203764648733,1.0,4.0,1.1346066034724394
VST-NCA,N/A,Quito,189,1,False,48,1,10,N/A,1,1.9380336814805459,0.24326077073529315,0.019695890475246485,2.0,2.0,0,1.1266925385600643,1.0,4.0,0.7718371286059994
VST-CA,mixed,Quito,189,1,False,48,1,10,N/A,1,1.9080270426157435,0.26013955419369744,0.04814630371653195,2.0,2.0,3,3.3700936069897125,1.0,4.0,0.8321926593052161
VST-CA,pure,Quito,189,1,False,48,1,10,N/A,1,1.9080270426157435,0.26013955419369744,0.04814630371653195,2.0,2.0,3,3.655635781847195,1.0,4.0,0.8321926593052161
